Date,Open,High,Low,Close,Volume,Change
2019-10-15,245000,247000,243000,243500,61610,-0.012170385395537497
2019-10-16,245000,245500,238000,239500,123365,-0.01642710472279263
2019-10-17,239500,243000,237000,239500,68884,0.0
2019-10-18,241000,243000,235000,235500,62223,-0.01670146137787054
2019-10-21,235500,238500,233500,237500,58948,0.00849256900212314
2019-10-22,239500,244500,237500,241000,67332,0.01473684210526316
2019-10-23,239000,241000,235500,236000,62824,-0.020746887966805017
2019-10-24,236000,238000,233000,236500,50947,0.0021186440677967155
2019-10-25,236500,237000,232500,233500,77256,-0.012684989429175508
2019-10-28,236000,236500,233000,234000,45844,0.0021413276231263545
2019-10-29,235000,235500,232000,233000,51858,-0.004273504273504258
2019-10-30,234000,234000,225500,227000,116308,-0.025751072961373356
2019-10-31,227000,230500,226500,227000,79930,0.0
2019-11-01,227000,233500,225500,232500,88724,0.02422907488986792
2019-11-04,230500,230500,218500,220000,351305,-0.053763440860215006
2019-11-05,221000,221500,219000,221000,136604,0.00454545454545463
2019-11-06,221000,222000,219000,219500,127629,-0.006787330316742057
2019-11-07,219500,221000,219000,220500,80697,0.004555808656036442
2019-11-08,223500,228000,223000,227000,243653,0.02947845804988658
2019-11-11,227000,229000,224000,226000,97843,-0.004405286343612369
2019-11-12,226000,227500,225000,226500,60875,0.0022123893805310324
2019-11-13,225500,226000,222500,223000,69162,-0.015452538631346546
2019-11-14,222500,226500,222500,225500,72320,0.011210762331838486
2019-11-15,224000,227000,222500,226000,65021,0.0022172949002217113
2019-11-18,227500,228000,223500,225500,54331,-0.0022123893805309214
2019-11-19,224000,225000,221500,223000,89461,-0.011086474501108667
2019-11-20,222500,223000,219500,221500,89626,-0.006726457399103158
2019-11-21,222000,223000,218000,219000,75333,-0.011286681715575675
2019-11-22,219000,220000,218000,219500,53468,0.0022831050228311334
2019-11-25,220000,224500,219500,223500,84294,0.018223234624145768
2019-11-26,224000,227000,223000,225000,145989,0.006711409395973256
2019-11-27,227000,227500,222000,223000,72454,-0.008888888888888835
2019-11-28,222000,223000,220500,222000,48855,-0.004484304932735439
2019-11-29,224000,228000,219500,220000,128963,-0.009009009009009028
2019-12-02,220000,222500,219000,219000,70475,-0.004545454545454519
2019-12-03,217500,219500,213500,219000,73558,0.0
2019-12-04,216000,218000,214000,214500,84638,-0.020547945205479423
2019-12-05,215000,216000,209000,210000,124202,-0.020979020979020935
2019-12-06,210000,213000,210000,211500,49532,0.0071428571428571175
2019-12-09,213500,213500,210500,212000,74509,0.0023640661938533203
2019-12-10,210500,212500,210500,212000,43481,0.0
2019-12-11,212000,216500,211500,215000,66379,0.014150943396226356
2019-12-12,215000,222000,215000,221000,215449,0.027906976744185963
2019-12-13,227000,231000,225500,226000,228748,0.02262443438914019
2019-12-16,226000,229500,222500,227000,143429,0.004424778761061843
2019-12-17,225000,230000,225000,228500,120332,0.0066079295154184425
2019-12-18,227000,230000,226000,228500,117359,0.0
2019-12-19,226000,228000,222500,227000,156576,-0.006564551422319487
2019-12-20,227000,235000,227000,234500,211564,0.033039647577092435
2019-12-23,235500,237000,231500,233000,87888,-0.006396588486140775
2019-12-24,232000,235500,230000,232000,56481,-0.0042918454935622075
2019-12-26,234000,234000,229500,230500,97614,-0.006465517241379337
2019-12-27,226500,229500,225000,228500,91022,-0.008676789587852451
2019-12-30,228500,229000,223000,224000,113754,-0.01969365426695846
2020-01-02,224000,224500,218500,218500,104804,-0.024553571428571397
2020-01-03,219000,221500,216000,216000,110576,-0.011441647597253968
2020-01-06,214000,214500,208500,209000,190442,-0.03240740740740744
2020-01-07,211000,212000,209000,210000,136181,0.004784688995215225
2020-01-08,207000,207500,200000,203000,232742,-0.033333333333333326
2020-01-09,207000,210000,203500,205500,150918,0.012315270935960632
2020-01-10,205500,206000,201000,204000,167110,-0.007299270072992692
2020-01-13,204500,209500,204500,209500,153547,0.026960784313725394
2020-01-14,209500,219500,209500,219000,244681,0.04534606205250591
2020-01-15,218500,220500,215500,218000,135060,-0.004566210045662156
2020-01-16,216500,218500,215000,218000,83419,0.0
2020-01-17,216500,218500,215500,217500,83475,-0.002293577981651418
2020-01-20,216500,223500,216000,221500,125504,0.01839080459770126
2020-01-21,221500,221500,214000,214500,117738,-0.03160270880361171
2020-01-22,216000,216500,212000,216000,78721,0.006993006993007089
2020-01-23,213000,215000,208000,209000,137539,-0.03240740740740744
2020-01-28,203000,203500,195000,196000,306075,-0.062200956937799035
2020-01-29,198500,199500,196000,197000,113049,0.005102040816326481
2020-01-30,197500,201000,194000,195000,108078,-0.010152284263959421
2020-01-31,196000,197500,189500,189500,177298,-0.028205128205128216
2020-02-03,186000,190000,182000,187500,131060,-0.01055408970976257
2020-02-04,189000,196000,188500,191000,167510,0.01866666666666661
2020-02-05,194000,198500,194000,197500,150657,0.03403141361256545
2020-02-06,201500,214000,200500,213000,339549,0.07848101265822782
2020-02-07,211500,213500,206000,209000,175442,-0.018779342723004744
2020-02-10,210500,215500,207000,209500,201443,0.0023923444976077235
2020-02-11,210000,212500,208500,210000,99060,0.0023866348448686736
2020-02-12,209500,210500,207500,209500,117644,-0.0023809523809523725
2020-02-13,210500,211000,207000,208000,125649,-0.007159904534606243
2020-02-14,207000,208500,205500,207000,92441,-0.004807692307692291
2020-02-17,207000,210000,205500,208000,77475,0.004830917874396157
2020-02-18,207500,210000,205500,208000,90278,0.0
2020-02-19,210000,210000,206000,207000,154252,-0.004807692307692291
2020-02-20,207000,209500,204000,204000,146792,-0.01449275362318836
2020-02-21,202000,202500,197500,199000,159082,-0.02450980392156865
2020-02-24,195500,195500,191000,191000,123898,-0.04020100502512558
2020-02-25,191000,192000,188000,189000,115114,-0.010471204188481686
2020-02-26,188000,196500,184500,194000,206042,0.02645502645502651
2020-02-27,192500,194000,188500,191000,131147,-0.015463917525773141
2020-02-28,186000,190000,186000,187500,215601,-0.01832460732984298
2020-03-02,188000,189500,183000,184500,136468,-0.016000000000000014
2020-03-03,185500,193500,185500,188000,150346,0.01897018970189701
2020-03-04,182500,186500,181000,183500,314717,-0.02393617021276595
2020-03-05,184500,186000,181500,183500,159072,0.0
2020-03-06,182000,182000,174000,176000,241901,-0.04087193460490468
2020-03-09,178000,183000,171000,171500,324312,-0.025568181818181768
2020-03-10,171500,184000,171500,183000,338908,0.06705539358600587
2020-03-11,180000,191500,179500,185000,246090,0.010928961748633892
2020-03-12,185000,187000,170500,175000,285394,-0.05405405405405406
2020-03-13,161000,173500,153500,167500,342322,-0.042857142857142816
2020-03-16,168500,170000,156000,156000,204473,-0.06865671641791049
2020-03-17,142500,152500,142500,148500,253166,-0.04807692307692313
2020-03-18,149000,151500,138500,138500,167057,-0.06734006734006737
2020-03-19,141000,144500,114500,117000,313242,-0.15523465703971118
2020-03-20,121000,149000,119500,147500,301848,0.26068376068376065
2020-03-23,133000,143000,128500,137500,242745,-0.06779661016949157
2020-03-24,144000,149000,140500,149000,234454,0.08363636363636373
2020-03-25,158000,165500,156500,164000,259386,0.10067114093959728
2020-03-26,165000,177000,160500,166500,282245,0.015243902439024293
2020-03-27,178000,182000,165500,173500,191362,0.04204204204204198
2020-03-30,166500,183000,164500,181000,214671,0.043227665706051965
2020-03-31,183500,193000,183000,193000,309889,0.06629834254143652
2020-04-01,189000,195000,182000,183000,237629,-0.051813471502590636
2020-04-02,182500,187000,171500,180500,286203,-0.013661202185792365
2020-04-03,182500,184000,169000,170500,260421,-0.05540166204986152
2020-04-06,173000,174000,170500,174000,148662,0.02052785923753664
2020-04-07,177500,179500,171000,173500,189981,-0.002873563218390829
2020-04-08,172000,176500,171000,172500,170883,-0.0057636887608069065
2020-04-09,175500,176000,171000,175000,238068,0.01449275362318847
2020-04-10,174000,183500,172500,183500,236744,0.04857142857142849
2020-04-13,182000,187000,178500,180000,136311,-0.019073569482288777
2020-04-14,184000,196000,183000,192500,379858,0.06944444444444442
2020-04-16,189500,195500,186000,191500,171169,-0.0051948051948051965
2020-04-17,194500,202500,193000,194000,196941,0.01305483028720622
2020-04-20,194000,205500,193500,200500,244564,0.03350515463917536
2020-04-21,207500,208000,194000,203500,263619,0.014962593516209433
2020-04-22,202000,207500,196500,202000,171751,-0.0073710073710073765
2020-04-23,203000,216500,198500,215500,333824,0.06683168316831689
2020-04-24,213000,221000,208500,212500,245942,-0.0139211136890951
2020-04-27,216000,225500,214500,223500,242427,0.051764705882352935
2020-04-28,224500,226000,216500,222000,204510,-0.006711409395973145
2020-04-29,224000,229500,214000,215500,256073,-0.029279279279279313
2020-05-04,205000,208500,195500,196000,477632,-0.09048723897911837
2020-05-06,200000,200500,190500,195500,262335,-0.0025510204081632404
2020-05-07,193000,197000,192500,195500,154604,0.0
2020-05-08,194000,198000,193500,195500,162081,0.0
2020-05-11,195000,195000,186500,187000,317474,-0.04347826086956519
2020-05-12,188000,188500,180000,183000,230230,-0.021390374331550777
2020-05-13,180000,187500,179500,187500,182658,0.024590163934426146
2020-05-14,184500,187000,181500,185500,175362,-0.010666666666666713
2020-05-15,186500,190000,185000,185500,155691,0.0
2020-05-18,187000,188500,184000,187000,118033,0.008086253369272267
2020-05-19,193000,194000,190000,192000,240921,0.02673796791443861
2020-05-20,191500,195000,191000,191500,107010,-0.0026041666666666297
2020-05-21,192500,193000,188500,189000,197089,-0.01305483028720622
2020-05-22,191000,191000,182000,183000,211171,-0.031746031746031744
2020-05-25,183500,185000,181000,184000,152481,0.005464480874316946
2020-05-26,184000,190000,184000,187500,190263,0.01902173913043481
2020-05-27,188500,196000,188500,189500,332835,0.010666666666666602
2020-05-28,192000,193000,186500,189500,215743,0.0
2020-05-29,187500,191000,186000,188000,219346,-0.0079155672823219
2020-06-01,188000,190500,187500,189500,87982,0.007978723404255428
2020-06-02,189000,192500,188500,190000,132472,0.0026385224274405594
2020-06-03,192000,199500,191500,199000,468452,0.047368421052631504
2020-06-04,205500,207000,192000,193000,490330,-0.03015075376884424
2020-06-05,193000,195500,191000,193000,210405,0.0
2020-06-08,196500,197000,192000,194000,218361,0.005181347150259086
2020-06-09,195000,195500,186000,188000,313700,-0.030927835051546393
2020-06-10,187000,189500,185500,187500,163846,-0.0026595744680850686
2020-06-11,186000,186500,182500,184000,280710,-0.01866666666666672
2020-06-12,175000,178500,175000,176500,200268,-0.040760869565217406
2020-06-15,176000,176000,165000,165000,273285,-0.06515580736543913
2020-06-16,168500,173500,167500,171000,259188,0.036363636363636376
2020-06-17,168500,171500,165000,166500,264443,-0.02631578947368418
2020-06-18,165500,171000,164000,171000,192660,0.027027027027026973
2020-06-19,173000,185000,172000,183500,450459,0.07309941520467844
2020-06-22,182000,183000,177500,179500,151407,-0.021798365122615793
2020-06-23,181000,184000,175000,175500,215452,-0.02228412256267409
2020-06-24,176500,178000,173500,174500,127369,-0.005698005698005715
2020-06-25,172000,174500,170000,170500,124404,-0.022922636103151817
2020-06-26,172000,178500,171500,172000,125238,0.008797653958944274
2020-06-29,168500,169500,165500,166000,140914,-0.03488372093023251
2020-06-30,168500,172500,167000,167000,136248,0.006024096385542244
2020-07-01,169000,169500,166500,167000,85463,0.0
2020-07-02,168500,169500,167000,168500,92870,0.008982035928143617
2020-07-03,169000,172500,168000,172000,118528,0.020771513353115667
2020-07-06,172000,173000,168500,171500,93105,-0.0029069767441860517
2020-07-07,173000,179000,172500,175000,157186,0.020408163265306145
2020-07-08,175000,176500,173000,176500,100047,0.008571428571428674
2020-07-09,178500,178500,172500,173000,142749,-0.019830028328611915
2020-07-10,173000,173000,167000,167500,144734,-0.03179190751445082
2020-07-13,169000,177500,167000,176000,207859,0.05074626865671639
2020-07-14,174000,178500,173500,176000,111912,0.0
2020-07-15,180000,182500,174500,177500,216708,0.008522727272727293
2020-07-16,177500,178500,177000,178000,88050,0.0028169014084507005
2020-07-17,177000,178500,176000,176500,89964,-0.008426966292134797
2020-07-20,177000,178000,173500,175000,92527,-0.008498583569405138
2020-07-21,174000,178000,173500,175000,128500,0.0
2020-07-22,175500,186000,175000,180500,342476,0.03142857142857136
2020-07-23,181500,181500,172500,174500,248643,-0.03324099722991691
2020-07-24,172000,174500,169500,173000,85832,-0.008595988538681931
2020-07-27,173000,175000,170500,171000,100484,-0.011560693641618491
2020-07-28,171000,174000,170500,171500,154676,0.0029239766081872176
2020-07-29,170500,173500,170000,171500,110746,0.0
2020-07-30,172500,174000,169500,170000,170392,-0.008746355685131157
2020-07-31,170000,172000,168000,168500,133395,-0.008823529411764675
2020-08-03,169500,170000,167500,168500,115443,0.0
2020-08-04,168500,171500,168000,169500,122149,0.005934718100890191
2020-08-05,169500,171000,168500,171000,137416,0.008849557522123908
2020-08-06,172000,184000,171000,179000,555578,0.04678362573099415
2020-08-07,180500,182000,174000,175500,318464,-0.019553072625698276
2020-08-10,174000,193000,173000,190000,722396,0.0826210826210827
2020-08-11,190500,198000,188000,190000,408695,0.0
2020-08-12,190500,191500,184500,189500,192140,-0.0026315789473684292
2020-08-13,193500,194500,189500,191000,288259,0.0079155672823219
2020-08-14,191500,192000,184500,188000,131356,-0.015706806282722474
2020-08-18,184500,186000,175500,176000,232471,-0.06382978723404253
2020-08-19,178000,180000,174500,179500,107471,0.019886363636363535
2020-08-20,177500,177500,168500,169000,239731,-0.058495821727019504
2020-08-21,171000,172500,169000,171500,126895,0.014792899408283988
2020-08-24,169500,172000,167500,171000,91708,-0.002915451895043719
2020-08-25,173000,179500,172500,175500,176596,0.026315789473684292
2020-08-26,177000,177000,170500,173500,143346,-0.01139601139601143
2020-08-27,173500,183000,172500,180000,369517,0.03746397694524495
2020-08-28,182000,184000,178000,182500,182022,0.01388888888888884
2020-08-31,187000,192000,185500,189500,470660,0.03835616438356171
2020-09-01,189000,189500,184500,186500,155727,-0.0158311345646438
2020-09-02,189500,189500,178000,180500,248537,-0.03217158176943702
2020-09-03,181000,189500,178000,183500,320641,0.016620498614958512
2020-09-04,178000,183500,178000,183000,130752,-0.0027247956403270157
2020-09-07,183000,206000,181000,205000,926441,0.12021857923497259
2020-09-08,204500,207000,199500,200500,382137,-0.02195121951219514
2020-09-09,197500,214000,197000,208500,568084,0.03990024937655856
2020-09-10,211000,213000,202000,208000,392944,-0.0023980815347721673
2020-09-11,206500,211000,202500,202500,198327,-0.02644230769230771
2020-09-14,203000,220000,203000,217000,527310,0.07160493827160486
2020-09-15,218000,218000,211000,211500,201509,-0.025345622119815614
2020-09-16,212000,213500,205000,205500,211750,-0.028368794326241176
2020-09-17,206500,208000,200000,204500,224477,-0.0048661800486617945
2020-09-18,204000,214000,203500,209500,262852,0.02444987775061125
2020-09-21,210500,217000,207500,212500,251184,0.014319809069212486
2020-09-22,212500,213500,199000,202000,258209,-0.04941176470588238
2020-09-23,204000,208500,200500,206000,187843,0.01980198019801982
2020-09-24,202000,206000,196500,198000,186259,-0.03883495145631066
2020-09-25,200000,203000,195000,196000,133666,-0.010101010101010055
2020-09-28,198500,200500,191000,196000,190363,0.0
2020-09-29,198000,200000,194000,196500,145495,0.0025510204081633514
2020-10-05,199000,216500,197000,213000,577344,0.08396946564885499
2020-10-06,213500,221500,212000,216000,323821,0.014084507042253502
2020-10-07,213500,218500,212000,217500,167912,0.00694444444444442
2020-10-08,219000,231000,218000,229000,608306,0.05287356321839076
2020-10-12,233500,233500,222500,225000,307806,-0.017467248908296984
2020-10-13,225500,226000,219000,221500,183545,-0.015555555555555545
2020-10-14,221000,221500,216500,219000,235189,-0.011286681715575675
2020-10-15,219000,226000,217000,222000,252978,0.013698630136986356
2020-10-16,224500,224500,214000,218000,175373,-0.018018018018018056
2020-10-19,220500,227000,218000,223000,197639,0.022935779816513735
2020-10-20,221000,237000,221000,236500,440130,0.060538116591928315
2020-10-21,236500,243500,231500,241500,304716,0.02114164904862581
2020-10-22,239000,249500,238500,242500,358513,0.0041407867494824835
2020-10-23,245000,250000,242000,249000,272682,0.02680412371134011
2020-10-26,247000,254500,235500,238500,412612,-0.04216867469879515
2020-10-27,235000,241500,230000,231000,376997,-0.03144654088050314
2020-10-28,234000,247500,233000,246500,424322,0.0670995670995671
2020-10-29,241000,248000,237500,239000,392178,-0.030425963488843855
2020-10-30,241500,246000,231500,233000,344849,-0.025104602510460206
2020-11-02,232000,239000,229500,235500,323779,0.010729613733905685
2020-11-03,237000,251000,236500,248500,334468,0.05520169851380041
2020-11-04,251000,254000,235000,240000,400329,-0.03420523138832998
2020-11-05,244500,255000,236000,245000,580797,0.02083333333333326
2020-11-06,246000,251000,242500,250000,310670,0.020408163265306145
2020-11-09,257000,277000,256500,273000,610378,0.09200000000000008
2020-11-10,272500,279000,263000,268000,439290,-0.01831501831501836
2020-11-11,271500,285000,270000,280500,421936,0.04664179104477606
2020-11-12,278000,285500,273500,278500,314034,-0.007130124777183555
2020-11-13,277000,278500,264500,266500,407336,-0.04308797127468578
2020-11-16,269500,276000,264000,272500,254523,0.022514071294559068
2020-11-17,275500,284500,270500,272000,323721,-0.0018348623853210455
2020-11-18,277500,284000,271000,282500,239495,0.03860294117647056
2020-11-19,279000,282500,275500,281500,260482,-0.0035398230088495852
2020-11-20,281500,292000,281500,287000,244109,0.019538188277087087
2020-11-23,287000,294000,283000,289000,241810,0.006968641114982521
2020-11-24,294500,296500,286000,289000,274345,0.0
2020-11-25,290500,295000,279500,281000,320673,-0.02768166089965396
2020-11-26,281000,290000,279500,289000,466216,0.028469750889679624
2020-11-27,289000,291500,285000,287000,184689,-0.00692041522491349
2020-11-30,287000,289500,282000,282000,238375,-0.017421602787456414
2020-12-01,284500,287500,282500,285000,137568,0.010638297872340496
2020-12-02,288000,289500,284000,287500,189814,0.00877192982456143
2020-12-03,287000,287500,283500,285500,153347,-0.006956521739130417
2020-12-04,284000,285000,280000,281000,235837,-0.015761821366024553
2020-12-07,281500,282000,270000,275500,363399,-0.019572953736654797
2020-12-08,277000,278500,267000,269000,377712,-0.023593466424682408
2020-12-09,272000,280000,271500,279500,328980,0.0390334572490707
2020-12-10,276000,281000,274000,277500,253503,-0.007155635062611854
2020-12-11,281000,288000,279000,279500,324479,0.007207207207207134
2020-12-14,281500,281500,272000,273000,221862,-0.023255813953488413
2020-12-15,273000,275000,269500,272500,156152,-0.001831501831501825
2020-12-16,276500,277000,270000,271000,172891,-0.0055045871559632475
2020-12-17,271500,272000,264000,267000,317307,-0.014760147601476037
2020-12-18,268000,268500,264000,266500,165067,-0.0018726591760299671
2020-12-21,267000,267500,260000,264500,183477,-0.007504690431519689
2020-12-22,265500,265500,260000,260000,172290,-0.017013232514177745
2020-12-23,260500,262500,255500,258000,238843,-0.007692307692307665
2020-12-24,259500,271000,259000,265000,293956,0.027131782945736482
2020-12-28,266000,267500,263500,265500,161244,0.0018867924528302993
2020-12-29,264500,267500,262000,264500,194039,-0.0037664783427495685
2020-12-30,266000,280000,265500,276000,386964,0.04347826086956519
2021-01-04,278000,282500,277000,279500,342443,0.0126811594202898
2021-01-05,277500,283000,276500,282500,268642,0.01073345259391778
2021-01-06,288000,291500,282000,283000,454092,0.001769911504424737
2021-01-07,291000,305000,290000,304000,711593,0.07420494699646651
2021-01-08,306500,307000,296000,301000,449301,-0.009868421052631526
2021-01-11,302000,302000,283000,287500,576371,-0.04485049833887045
2021-01-12,287500,321500,284000,313000,1405533,0.08869565217391306
2021-01-13,317000,326500,304500,309000,555908,-0.012779552715655007
2021-01-14,310000,317000,305000,316000,323205,0.02265372168284796
2021-01-15,315000,315500,301000,301000,305414,-0.04746835443037978
2021-01-18,294500,298500,287500,289000,296723,-0.039867109634551534
2021-01-19,292500,296500,288500,292500,194590,0.01211072664359869
2021-01-20,296000,296500,287000,292500,226526,0.0
2021-01-21,297500,306000,293500,294500,259265,0.006837606837606813
2021-01-22,292500,294500,288500,289000,235079,-0.018675721561969394
2021-01-25,286000,291500,285000,287500,270741,-0.00519031141868509
2021-01-26,290500,293500,280500,282000,310821,-0.019130434782608674
2021-01-27,284500,289000,279500,284500,213805,0.00886524822695045
2021-01-28,277000,281000,271500,274500,254931,-0.03514938488576447
2021-01-29,276500,277000,261000,261000,276795,-0.049180327868852514
2021-02-01,260000,266500,255500,265000,249310,0.015325670498084198
2021-02-02,268500,283000,267500,275000,334228,0.037735849056603765
2021-02-03,281500,282000,273000,277500,202540,0.009090909090909038
2021-02-04,278500,278500,268500,270000,176269,-0.027027027027026973
2021-02-05,273000,284000,270000,284000,234939,0.051851851851851816
2021-02-08,291000,300000,286500,298000,617328,0.04929577464788726
2021-02-09,298500,301000,291000,291000,305252,-0.023489932885906062
2021-02-10,293000,305000,291000,303000,494419,0.04123711340206193
2021-02-15,307500,311500,303500,306000,298004,0.00990099009900991
2021-02-16,309000,313000,302500,311500,245269,0.017973856209150263
2021-02-17,311500,312000,298500,300500,258342,-0.035313001605136396
2021-02-18,299000,307000,297000,298000,286986,-0.008319467554076532
2021-02-19,309000,311000,288500,295000,395014,-0.010067114093959773
2021-02-22,301000,312000,300000,302000,425232,0.023728813559322104
2021-02-23,307500,331000,306000,326000,1193010,0.07947019867549665
2021-02-24,325500,325500,300000,302500,497132,-0.07208588957055218
2021-02-25,313000,324000,310500,324000,514784,0.07107438016528933
2021-02-26,313500,331000,311000,318000,602223,-0.01851851851851849
2021-03-02,329000,338000,321000,323500,419443,0.01729559748427678
2021-03-03,322000,329000,318500,328000,198150,0.01391035548686248
2021-03-04,324000,333500,319500,321000,265032,-0.021341463414634165
2021-03-05,316500,325500,313500,322000,275487,0.0031152647975076775
2021-03-08,328500,334000,310000,310000,335647,-0.037267080745341574
2021-03-09,318500,322000,310000,319000,404916,0.029032258064516148
2021-03-10,317500,322500,305000,306500,316142,-0.039184952978056464
2021-03-11,308500,309000,299500,306000,307643,-0.0016313213703099683
2021-03-12,310000,311000,302000,303500,206741,-0.008169934640522847
2021-03-15,304500,305000,298000,300500,170323,-0.009884678747940745
2021-03-16,301500,308500,296000,305500,243442,0.016638935108153063
2021-03-17,304000,307000,300500,302000,158342,-0.011456628477905073
2021-03-18,306000,309000,300000,300000,177030,-0.0066225165562914245
2021-03-19,304000,315000,303500,311000,427408,0.036666666666666625
2021-03-22,315000,323500,315000,317000,232362,0.019292604501607746
2021-03-23,322500,323500,310000,310000,205225,-0.02208201892744477
2021-03-24,308500,309500,302000,303500,229179,-0.020967741935483897
2021-03-25,304000,313000,301500,307500,158517,0.01317957166392092
2021-03-26,311000,312000,302500,304500,209625,-0.009756097560975618
2021-03-29,307500,308500,301500,303000,192320,-0.0049261083743842304
2021-03-30,306000,306500,300500,301000,184900,-0.0066006600660065695
2021-03-31,302000,308000,301000,301000,168395,0.0
2021-04-01,302500,305000,300000,301500,153829,0.0016611295681063787
2021-04-02,305500,306000,300000,301500,185123,0.0
2021-04-05,301500,301500,291000,293500,366252,-0.026533996683250405
2021-04-06,296000,299000,290000,290500,234677,-0.010221465076660996
2021-04-07,289500,294000,289500,290500,161877,0.0
2021-04-08,291500,297000,290500,296500,188980,0.0206540447504302
2021-04-09,297000,297500,292000,293000,176706,-0.01180438448566612
2021-04-12,294000,298000,290000,291000,162235,-0.0068259385665528916
2021-04-13,291500,292500,288500,289000,205723,-0.0068728522336769515
2021-04-14,291000,291500,285500,288000,255088,-0.0034602076124568004
2021-04-15,289000,290500,282500,284500,378242,-0.01215277777777779
2021-04-16,285000,290000,283000,286000,224408,0.005272407732864748
2021-04-19,287000,292000,286000,290500,238455,0.01573426573426584
2021-04-20,292000,293000,289000,292000,166475,0.005163511187607606
2021-04-21,290000,290500,286000,286500,197209,-0.018835616438356184
2021-04-22,289500,301000,288000,296500,555946,0.034904013961605695
2021-04-23,295500,297500,292000,293500,200019,-0.010118043844856706
2021-04-26,295500,301000,294500,297000,277168,0.011925042589437718
2021-04-27,300000,307500,296500,304500,429870,0.025252525252525304
2021-04-28,310500,311500,299500,303500,334779,-0.003284072249589487
2021-04-29,306500,309500,302000,307500,322709,0.01317957166392092
2021-04-30,308500,312500,301000,304000,259373,-0.011382113821138184
2021-05-03,304500,305000,282500,286500,481861,-0.05756578947368418
2021-05-04,286500,289000,276000,288500,297438,0.00698080279232105
2021-05-06,286500,304000,286000,304000,373716,0.05372616984402079
2021-05-07,307000,309000,299500,309000,315187,0.016447368421052655
2021-05-10,312000,321000,306500,308000,721174,-0.003236245954692518
2021-05-11,305000,309000,298500,300500,266650,-0.024350649350649345
2021-05-12,299500,304000,286500,287500,397425,-0.043261231281197965
2021-05-13,282000,288000,279000,283000,366424,-0.01565217391304352
2021-05-14,286500,286500,280000,282500,221417,-0.0017667844522968323
2021-05-17,282500,286000,275000,276000,240184,-0.023008849557522137
2021-05-18,276000,286500,276000,284500,179764,0.030797101449275388
2021-05-20,283000,290500,280000,288000,183075,0.012302284710017597
2021-05-21,290500,291500,284000,284000,121686,-0.01388888888888884
2021-05-24,284000,285500,280000,280000,101188,-0.014084507042253502
2021-05-25,281000,284500,281000,283500,91787,0.012499999999999956
2021-05-26,285000,287500,280500,281000,152494,-0.00881834215167554
2021-05-27,281500,282000,276000,277500,271086,-0.01245551601423489
2021-05-28,278000,283500,278000,281000,128167,0.012612612612612706
2021-05-31,281500,283000,277500,279000,135362,-0.007117437722419906
2021-06-01,281000,284000,278000,279500,153222,0.0017921146953405742
2021-06-02,281000,282000,278500,279000,166369,-0.0017889087656529634
2021-06-03,280500,283000,280000,282000,183053,0.010752688172043001
2021-06-04,282000,282500,278500,280500,160301,-0.005319148936170248
2021-06-07,282000,284000,280500,281500,130420,0.0035650623885918886
2021-06-08,281500,282000,274500,275000,350062,-0.023090586145648295
2021-06-09,275500,276500,272500,273000,198595,-0.0072727272727273196
2021-06-10,272500,272500,265000,267000,428728,-0.02197802197802201
2021-06-11,267000,269000,265500,265500,289329,-0.005617977528089901
2021-06-14,266000,269000,266000,268500,145822,0.011299435028248483
2021-06-15,269000,275500,268500,275000,264337,0.024208566108007368
2021-06-16,275500,275500,272000,274000,126805,-0.0036363636363636598
2021-06-17,274000,278500,270500,277000,199110,0.010948905109489093
2021-06-18,275000,276500,271500,272500,185925,-0.016245487364620947
2021-06-21,271500,272000,267500,269000,138614,-0.012844036697247652
2021-06-22,270000,271500,269500,270500,105486,0.005576208178438735
2021-06-23,268500,269000,259500,261000,518955,-0.03512014787430684
2021-06-24,260500,263500,259000,263000,224098,0.00766283524904221
2021-06-25,264000,265500,262000,265000,135145,0.0076045627376426506
2021-06-28,265000,271500,263500,270000,207349,0.018867924528301883
2021-06-29,271000,271500,266500,269500,91980,-0.0018518518518518823
2021-06-30,268000,268500,262000,262500,260784,-0.025974025974025983
2021-07-01,261500,263500,261000,262000,96421,-0.0019047619047618536
2021-07-02,261000,266000,261000,263000,107861,0.003816793893129722
2021-07-05,263500,264000,262000,263000,93765,0.0
2021-07-06,263000,265000,262000,264000,106456,0.0038022813688212143
2021-07-07,263000,263000,260500,261000,108977,-0.011363636363636354
2021-07-08,261000,261500,255000,259000,248439,-0.007662835249042099
2021-07-09,256500,256500,250000,253000,200886,-0.02316602316602312
2021-07-12,254000,257000,253000,255000,89984,0.007905138339920903
2021-07-13,256000,269000,255000,269000,445638,0.05490196078431375
2021-07-14,269500,274000,266000,269000,268783,0.0
2021-07-15,271000,273000,268000,268500,156475,-0.0018587360594795044
2021-07-16,267500,271000,265500,270000,115846,0.005586592178770999
2021-07-19,268000,275000,268000,273500,266843,0.012962962962963065
2021-07-20,272000,273500,266500,269500,224434,-0.014625228519195566
2021-07-21,272000,277000,270000,274000,251469,0.016697588126159513
2021-07-22,277000,277000,270000,270500,152380,-0.012773722627737238
2021-07-23,271500,272000,268000,269500,103159,-0.003696857670979714
2021-07-26,269000,273000,265000,271000,149283,0.005565862708719838
2021-07-27,272000,272500,267500,268500,75654,-0.009225092250922495
2021-07-28,270500,275000,268000,270000,141728,0.005586592178770999
2021-07-29,270500,271500,264000,265500,149795,-0.01666666666666672
